Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	status
360	Spectrogram 1	1	3615.447143555	3618.049682617	1100.0	1600.0	y
361	Spectrogram 1	1	3620.391967773	3622.994506836	1200.0	1600.0	y
362	Spectrogram 1	1	3627.939331055	3630.021362305	1300.0	1550.0	y
363	Spectrogram 1	1	3632.363647461	3633.925170898	1150.0	1650.0	y
364	Spectrogram 1	1	3638.089233398	3640.691772461	1300.0	1600.0	y
365	Spectrogram 1	1	3641.732788086	3642.773803711	1350.0	1500.0	y
366	Spectrogram 1	1	3644.335327148	3646.677612305	1200.0	1500.0	y
367	Spectrogram 1	1	3649.280151367	3650.581420898	1200.0	1350.0	y
368	Spectrogram 1	1	3662.813354492	3665.676147461	1150.0	1700.0	y
369	Spectrogram 1	1	3665.936401367	3667.497924805	1300.0	1450.0	y
370	Spectrogram 1	1	3671.922241211	3674.004272461	1300.0	1600.0	y
371	Spectrogram 1	1	3685.975952148	3689.619506836	1300.0	1700.0	y
372	Spectrogram 1	1	3691.961791992	3693.263061523	1300.0	1450.0	y
373	Spectrogram 1	1	3696.125854492	3698.207885742	1300.0	1600.0	y
374	Spectrogram 1	1	3704.974487305	3706.536010742	1300.0	1450.0	y
375	Spectrogram 1	1	3713.562866211	3716.165405273	1200.0	1650.0	y
376	Spectrogram 1	1	3721.890991211	3723.712768555	1200.0	1650.0	y
377	Spectrogram 1	1	3730.479370117	3732.561401367	1200.0	1550.0	y
378	Spectrogram 1	1	3744.793334961	3746.354858398	1250.0	1550.0	y
379	Spectrogram 1	1	3747.656127930	3748.957397461	1300.0	1550.0	y
380	Spectrogram 1	1	3750.779174805	3753.121459961	1200.0	1600.0	y
381	Spectrogram 1	1	3754.943237305	3757.285522461	1200.0	1600.0	y
382	Spectrogram 1	1	3758.066284180	3760.408569336	1200.0	1600.0	y
383	Spectrogram 1	1	3774.982788086	3776.023803711	1050.0	1400.0	y
384	Spectrogram 1	1	3778.626342773	3780.968627930	1150.0	1700.0	y
385	Spectrogram 1	1	3785.392944336	3786.694213867	1350.0	1600.0	y
386	Spectrogram 1	1	3790.337768555	3792.419799805	1200.0	1600.0	y
387	Spectrogram 1	1	3807.254272461	3809.856811523	1200.0	1700.0	y
388	Spectrogram 1	1	3814.020874023	3816.102905273	1300.0	1450.0	y
389	Spectrogram 1	1	3823.910522461	3824.951538086	1250.0	1450.0	y
390	Spectrogram 1	1	3826.252807617	3827.293823242	1300.0	1550.0	y
391	Spectrogram 1	1	3834.060424805	3836.662963867	1200.0	1550.0	y
392	Spectrogram 1	1	3855.140991211	3858.003784180	1300.0	1700.0	y
393	Spectrogram 1	1	3864.510131836	3867.893432617	1200.0	1700.0	y
394	Spectrogram 1	1	3875.180541992	3877.002319336	1200.0	1500.0	y
395	Spectrogram 1	1	3880.255493164	3881.686889648	1300.0	1450.0	y
396	Spectrogram 1	1	3896.521362305	3899.644409180	1050.0	1650.0	y
397	Spectrogram 1	1	3905.890502930	3907.191772461	1150.0	1550.0	y
398	Spectrogram 1	1	3909.794311523	3911.355834961	1250.0	1450.0	y
399	Spectrogram 1	1	3913.437866211	3914.739135742	1300.0	1550.0	y
400	Spectrogram 1	1	3928.792846680	3931.135131836	1300.0	1600.0	y
401	Spectrogram 1	1	3932.956909180	3933.997924805	1300.0	1550.0	y
402	Spectrogram 1	1	3946.750366211	3948.311889648	1200.0	1550.0	y
403	Spectrogram 1	1	3953.516967773	3955.338745117	1200.0	1550.0	y
404	Spectrogram 1	1	3960.543823242	3961.845092773	1300.0	1600.0	y
405	Spectrogram 1	1	3969.652709961	3971.214233398	1300.0	1550.0	y
406	Spectrogram 1	1	3978.241088867	3981.103881836	1300.0	1600.0	y
407	Spectrogram 1	1	3996.979370117	3998.540893555	1300.0	1550.0	y
408	Spectrogram 1	1	4000.362670898	4001.663940430	1150.0	1300.0	
409	Spectrogram 1	1	4014.676635742	4016.238159180	1250.0	1550.0	y
410	Spectrogram 1	1	4019.361206055	4021.963745117	1200.0	1600.0	y
411	Spectrogram 1	1	4029.511108398	4031.853393555	1300.0	1600.0	y
412	Spectrogram 1	1	4036.798217773	4039.140502930	1250.0	1550.0	y
413	Spectrogram 1	1	4050.591674805	4052.413452148	1300.0	1600.0	y
414	Spectrogram 1	1	4055.796752930	4058.139038086	1150.0	1700.0	y
415	Spectrogram 1	1	4066.206909180	4068.549194336	1250.0	1450.0	y
416	Spectrogram 1	1	4075.055541992	4077.397827148	1200.0	1600.0	y
417	Spectrogram 1	1	4081.041381836	4083.383666992	1250.0	1600.0	y
418	Spectrogram 1	1	4083.643920898	4085.205444336	1200.0	1600.0	y
419	Spectrogram 1	1	4093.533569336	4096.656616211	1200.0	1550.0	y
420	Spectrogram 1	1	4101.861694336	4105.244995117	1200.0	1600.0	y
421	Spectrogram 1	1	4109.929565430	4110.970581055	1300.0	1450.0	y
422	Spectrogram 1	1	4113.833374023	4116.175659180	1200.0	1550.0	y
423	Spectrogram 1	1	4120.339721680	4122.421752930	1300.0	1550.0	y
424	Spectrogram 1	1	4125.544799805	4127.887084961	1200.0	1700.0	y
425	Spectrogram 1	1	4131.270385742	4132.571655273	1300.0	1500.0	y
426	Spectrogram 1	1	4146.495239258	4147.666381836	1350.0	1500.0	
427	Spectrogram 1	1	4149.748413086	4151.830444336	1300.0	1450.0	y
428	Spectrogram 1	1	4161.199584961	4163.541870117	1150.0	1650.0	y
429	Spectrogram 1	1	4172.650756836	4173.952026367	1300.0	1500.0	y
430	Spectrogram 1	1	4182.800659180	4184.882690430	1150.0	1550.0	y
431	Spectrogram 1	1	4191.649291992	4193.991577148	1150.0	1550.0	y
432	Spectrogram 1	1	4202.059448242	4203.100463867	1200.0	1450.0	
433	Spectrogram 1	1	4207.004272461	4208.305541992	1200.0	1450.0	
434	Spectrogram 1	1	4216.633666992	4220.016967773	1150.0	1650.0	y
435	Spectrogram 1	1	4220.797729492	4222.098999023	1150.0	1450.0	y
436	Spectrogram 1	1	4227.564331055	4228.605346680	1250.0	1400.0	y
437	Spectrogram 1	1	4230.166870117	4231.988647461	1300.0	1550.0	y
438	Spectrogram 1	1	4234.591186523	4236.673217773	1300.0	1550.0	y
439	Spectrogram 1	1	4240.316772461	4241.618041992	1300.0	1550.0	
440	Spectrogram 1	1	4246.562866211	4248.384643555	1300.0	1500.0	
441	Spectrogram 1	1	4251.507690430	4253.589721680	1200.0	1450.0	
442	Spectrogram 1	1	4263.219116211	4264.780639648	1200.0	1700.0	
443	Spectrogram 1	1	4266.862670898	4270.245971680	1100.0	1650.0	
444	Spectrogram 1	1	4273.889526367	4274.930541992	1250.0	1500.0	
445	Spectrogram 1	1	4275.971557617	4277.012573242	1300.0	1450.0	
446	Spectrogram 1	1	4284.820190430	4286.381713867	1200.0	1600.0	
447	Spectrogram 1	1	4286.641967773	4289.244506836	1200.0	1600.0	
448	Spectrogram 1	1	4293.408569336	4296.271362305	1300.0	1700.0	
449	Spectrogram 1	1	4304.078979492	4306.421264648	1300.0	1550.0	
450	Spectrogram 1	1	4310.064819336	4312.407104492	1200.0	1500.0	
451	Spectrogram 1	1	4317.872436523	4320.214721680	1200.0	1600.0	
452	Spectrogram 1	1	4323.858276367	4326.200561523	1200.0	1650.0	
453	Spectrogram 1	1	4334.008178711	4335.569702148	1200.0	1450.0	
454	Spectrogram 1	1	4347.801635742	4348.842651367	1300.0	1450.0	
455	Spectrogram 1	1	4350.664428711	4353.266967773	1200.0	1600.0	
456	Spectrogram 1	1	4352.746459961	4355.348999023	1200.0	1450.0	
457	Spectrogram 1	1	4377.470581055	4379.812866211	1200.0	1600.0	
458	Spectrogram 1	1	4386.058959961	4388.140991211	1200.0	1450.0	
459	Spectrogram 1	1	4396.729370117	4398.290893555	1100.0	1550.0	
460	Spectrogram 1	1	4404.276733398	4406.098510742	1150.0	1600.0	
461	Spectrogram 1	1	4412.084350586	4414.947143555	1200.0	1700.0	
462	Spectrogram 1	1	4424.576538086	4426.918823242	1200.0	1600.0	
463	Spectrogram 1	1	4427.179077148	4428.480346680	1350.0	1500.0	
464	Spectrogram 1	1	4432.384155273	4433.425170898	1200.0	1350.0	
465	Spectrogram 1	1	4434.986694336	4436.548217773	1300.0	1550.0	
466	Spectrogram 1	1	4442.013549805	4444.355834961	1150.0	1550.0	
467	Spectrogram 1	1	4448.259643555	4449.300659180	1300.0	1600.0	
468	Spectrogram 1	1	4452.423706055	4454.765991211	1200.0	1550.0	
469	Spectrogram 1	1	4459.710815430	4463.354370117	1250.0	1450.0	
470	Spectrogram 1	1	4461.532592773	4463.354370117	1200.0	1650.0	
471	Spectrogram 1	1	4473.244018555	4474.285034180	1350.0	1600.0	
472	Spectrogram 1	1	4477.147827148	4479.229858398	1300.0	1450.0	
473	Spectrogram 1	1	4487.297729492	4491.722045898	1300.0	1650.0	
474	Spectrogram 1	1	4494.324584961	4496.927124023	1200.0	1700.0	
475	Spectrogram 1	1	4503.173217773	4504.994995117	1200.0	1550.0	
476	Spectrogram 1	1	4514.884643555	4516.966674805	1200.0	1600.0	
477	Spectrogram 1	1	4519.048706055	4520.349975586	1200.0	1400.0	
478	Spectrogram 1	1	4523.212768555	4524.774291992	1200.0	1400.0	
479	Spectrogram 1	1	4527.116577148	4528.678100586	1300.0	1550.0	
480	Spectrogram 1	1	4529.979370117	4531.280639648	1300.0	1450.0	
481	Spectrogram 1	1	4537.266479492	4539.088256836	1200.0	1600.0	
482	Spectrogram 1	1	4544.293334961	4546.115112305	1300.0	1550.0	
483	Spectrogram 1	1	4551.710571289	4553.141967773	1300.0	1450.0	
484	Spectrogram 1	1	4553.922729492	4554.963745117	1300.0	1600.0	
485	Spectrogram 1	1	4555.744506836	4556.785522461	1250.0	1450.0	
486	Spectrogram 1	1	4561.470092773	4564.853393555	1200.0	1600.0	
487	Spectrogram 1	1	4571.099487305	4573.181518555	1300.0	1450.0	
488	Spectrogram 1	1	4579.427612305	4581.509643555	1300.0	1450.0	
489	Spectrogram 1	1	4586.194213867	4588.796752930	1250.0	1600.0	
490	Spectrogram 1	1	4591.269165039	4593.481323242	1300.0	1450.0	
491	Spectrogram 1	1	4602.329956055	4605.192749023	1300.0	1450.0	
492	Spectrogram 1	1	4603.891479492	4604.932495117	1450.0	1600.0	
493	Spectrogram 1	1	4610.397827148	4611.699096680	1300.0	1450.0	
494	Spectrogram 1	1	4613.781127930	4616.123413086	1150.0	1650.0	
495	Spectrogram 1	1	4627.054077148	4630.177124023	1300.0	1550.0	
496	Spectrogram 1	1	4632.779663086	4635.121948242	1150.0	1600.0	
497	Spectrogram 1	1	4642.409057617	4643.710327148	1350.0	1550.0	
498	Spectrogram 1	1	4650.346801758	4652.298706055	1250.0	1500.0	
499	Spectrogram 1	1	4655.682006836	4658.284545898	1200.0	1550.0	
500	Spectrogram 1	1	4660.626831055	4662.708862305	1100.0	1550.0	
501	Spectrogram 1	1	4682.488159180	4684.830444336	1100.0	1350.0	
502	Spectrogram 1	1	4686.652221680	4688.734252930	1300.0	1500.0	
503	Spectrogram 1	1	4693.288696289	4694.720092773	1000.0	1450.0	
504	Spectrogram 1	1	4696.802124023	4698.103393555	1550.0	1750.0	
505	Spectrogram 1	1	4701.096313476	4703.308471680	1200.0	1600.0	
506	Spectrogram 1	1	4707.993041992	4709.034057617	1300.0	1500.0	
507	Spectrogram 1	1	4711.116088867	4714.239135742	1200.0	1550.0	
508	Spectrogram 1	1	4717.362182617	4718.923706055	1100.0	1600.0	
509	Spectrogram 1	1	4720.485229492	4721.786499023	1350.0	1600.0	
510	Spectrogram 1	1	4725.950561523	4726.991577148	1300.0	1450.0	
511	Spectrogram 1	1	4735.579956055	4737.922241211	1150.0	1700.0	
512	Spectrogram 1	1	4738.703002930	4740.785034180	1300.0	1450.0	
513	Spectrogram 1	1	4742.086303711	4743.387573242	1200.0	1600.0	
514	Spectrogram 1	1	4749.893920898	4751.715698242	1200.0	1600.0	
515	Spectrogram 1	1	4760.564331055	4761.605346680	1250.0	1700.0	
516	Spectrogram 1	1	4766.029663086	4769.152709961	1200.0	1700.0	
517	Spectrogram 1	1	4771.234741211	4773.316772461	1200.0	1550.0	
518	Spectrogram 1	1	4779.562866211	4780.864135742	1200.0	1350.0	
519	Spectrogram 1	1	4782.425659180	4783.726928711	1250.0	1450.0	
520	Spectrogram 1	1	4789.712768555	4791.534545898	1150.0	1650.0	
521	Spectrogram 1	1	4795.178100586	4797.520385742	1200.0	1600.0	
522	Spectrogram 1	1	4802.985717773	4805.328002930	1050.0	1750.0	
523	Spectrogram 1	1	4813.135620117	4815.477905273	1250.0	1450.0	
524	Spectrogram 1	1	4817.690063476	4818.861206055	1300.0	1450.0	
525	Spectrogram 1	1	4819.902221680	4821.984252930	1100.0	1650.0	
526	Spectrogram 1	1	4833.955932617	4837.078979492	1150.0	1600.0	
527	Spectrogram 1	1	4855.036499023	4857.118530273	1250.0	1750.0	
528	Spectrogram 1	1	4859.460815430	4861.022338867	1200.0	1600.0	
529	Spectrogram 1	1	4862.583862305	4864.665893555	1300.0	1650.0	
530	Spectrogram 1	1	4874.555541992	4875.856811523	1100.0	1450.0	
531	Spectrogram 1	1	4876.377319336	4877.418334961	1000.0	1150.0	
532	Spectrogram 1	1	4881.061889648	4882.623413086	1200.0	1550.0	
533	Spectrogram 1	1	4890.691284180	4891.732299805	1100.0	1550.0	
534	Spectrogram 1	1	4892.773315430	4895.115600586	1200.0	1550.0	
535	Spectrogram 1	1	4903.443725586	4905.005249023	1300.0	1600.0	
536	Spectrogram 1	1	4907.607788086	4909.950073242	1150.0	1600.0	
537	Spectrogram 1	1	4914.114135742	4915.675659180	1200.0	1500.0	
538	Spectrogram 1	1	4919.319213867	4921.140991211	1050.0	1750.0	
539	Spectrogram 1	1	4932.331909180	4934.674194336	1300.0	1600.0	
540	Spectrogram 1	1	4936.235717773	4939.098510742	1100.0	1550.0	
541	Spectrogram 1	1	4947.426635742	4951.590698242	1200.0	1550.0	
542	Spectrogram 1	1	4950.029174805	4951.590698242	1000.0	1350.0	
543	Spectrogram 1	1	4954.713745117	4956.015014648	1200.0	1550.0	
544	Spectrogram 1	1	4966.425170898	4968.507202148	1150.0	1450.0	
545	Spectrogram 1	1	4968.767456055	4971.369995117	1300.0	1700.0	
546	Spectrogram 1	1	4972.150756836	4973.712280273	1350.0	1600.0	
547	Spectrogram 1	1	4975.534057617	4976.835327148	1300.0	1550.0	
548	Spectrogram 1	1	4982.040405273	4983.862182617	1300.0	1450.0	
549	Spectrogram 1	1	4988.026245117	4989.327514648	1200.0	1450.0	
550	Spectrogram 1	1	4994.792846680	4996.094116211	1150.0	1550.0	
551	Spectrogram 1	1	4998.956909180	5001.559448242	1200.0	1700.0	
552	Spectrogram 1	1	5004.942749023	5007.024780273	1100.0	1700.0	
553	Spectrogram 1	1	5014.572143555	5016.914428711	1300.0	1700.0	
554	Spectrogram 1	1	5025.763061523	5027.845092773	1200.0	1600.0	
555	Spectrogram 1	1	5032.529663086	5035.132202148	1300.0	1600.0	
556	Spectrogram 1	1	5035.392456055	5036.953979492	1300.0	1450.0	
557	Spectrogram 1	1	5040.337280273	5042.679565430	1300.0	1600.0	
558	Spectrogram 1	1	5043.200073242	5044.241088867	1100.0	1500.0	
559	Spectrogram 1	1	5049.706420898	5051.267944336	1200.0	1550.0	
560	Spectrogram 1	1	5057.253784180	5059.596069336	1300.0	1550.0	
561	Spectrogram 1	1	5064.020385742	5065.061401367	1300.0	1450.0	
562	Spectrogram 1	1	5068.184448242	5070.526733398	1200.0	1500.0	
563	Spectrogram 1	1	5078.334350586	5081.457397461	1100.0	1700.0	
564	Spectrogram 1	1	5093.949584961	5095.511108398	1300.0	1450.0	
565	Spectrogram 1	1	5097.593139648	5100.976440430	1000.0	1450.0	
566	Spectrogram 1	1	5105.921264648	5107.743041992	1250.0	1450.0	
567	Spectrogram 1	1	5108.003295898	5110.085327148	1050.0	1450.0	
568	Spectrogram 1	1	5116.591674805	5119.194213867	1300.0	1450.0	
569	Spectrogram 1	1	5122.577514648	5125.960815430	1200.0	1550.0	
570	Spectrogram 1	1	5129.344116211	5130.645385742	1200.0	1600.0	
571	Spectrogram 1	1	5132.467163086	5136.110717773	1100.0	1700.0	
572	Spectrogram 1	1	5145.219604492	5150.164428711	1100.0	1700.0	
573	Spectrogram 1	1	5159.793823242	5161.095092773	1200.0	1550.0	
574	Spectrogram 1	1	5168.121948242	5170.464233398	1250.0	1700.0	
575	Spectrogram 1	1	5177.491088867	5178.532104492	1400.0	1600.0	
576	Spectrogram 1	1	5179.573120117	5182.435913086	1200.0	1650.0	
577	Spectrogram 1	1	5199.092163086	5201.954956055	1100.0	1450.0	
578	Spectrogram 1	1	5203.776733398	5205.078002930	1250.0	1500.0	
579	Spectrogram 1	1	5215.488159180	5216.789428711	1100.0	1700.0	
580	Spectrogram 1	1	5222.645141601	5224.857299805	1400.0	1550.0	
581	Spectrogram 1	1	5225.377807617	5226.418823242	1200.0	1500.0	
582	Spectrogram 1	1	5229.541870117	5231.623901367	1300.0	1600.0	
583	Spectrogram 1	1	5235.007202148	5236.828979492	1200.0	1550.0	
584	Spectrogram 1	1	5247.239135742	5249.321166992	1300.0	1550.0	
585	Spectrogram 1	1	5253.224975586	5255.827514648	1050.0	1600.0	
586	Spectrogram 1	1	5263.114624023	5264.936401367	1200.0	1550.0	
587	Spectrogram 1	1	5265.977416992	5268.840209961	1000.0	1600.0	
588	Spectrogram 1	1	5286.016967773	5287.318237305	1250.0	1450.0	
589	Spectrogram 1	1	5289.660522461	5291.222045898	1300.0	1450.0	
590	Spectrogram 1	1	5292.523315430	5293.824584961	1000.0	1600.0	
591	Spectrogram 1	1	5295.125854492	5297.207885742	1000.0	1550.0	
592	Spectrogram 1	1	5299.810424805	5302.412963867	1300.0	1600.0	
593	Spectrogram 1	1	5311.521850586	5312.823120117	1200.0	1500.0	
594	Spectrogram 1	1	5323.493530273	5325.835815430	1050.0	1650.0	
595	Spectrogram 1	1	5331.040893555	5333.903686523	1100.0	1650.0	
596	Spectrogram 1	1	5335.985717773	5337.286987305	1300.0	1450.0	
597	Spectrogram 1	1	5353.682983398	5356.545776367	1300.0	1450.0	
598	Spectrogram 1	1	5358.888061523	5363.052124023	1050.0	1700.0	
599	Spectrogram 1	1	5365.914916992	5367.736694336	1200.0	1650.0	
600	Spectrogram 1	1	5381.009643555	5382.050659180	1250.0	1500.0	
601	Spectrogram 1	1	5384.653198242	5387.255737305	1200.0	1650.0	
602	Spectrogram 1	1	5390.639038086	5392.721069336	1000.0	1600.0	
603	Spectrogram 1	1	5395.844116211	5398.446655273	1200.0	1650.0	
604	Spectrogram 1	1	5400.788940430	5402.870971680	1200.0	1450.0	
605	Spectrogram 1	1	5407.555541992	5411.459350586	1150.0	1650.0	
606	Spectrogram 1	1	5409.897827148	5411.199096680	1150.0	1500.0	
607	Spectrogram 1	1	5411.719604492	5412.760620117	1300.0	1500.0	
608	Spectrogram 1	1	5420.047729492	5422.129760742	1050.0	1650.0	
609	Spectrogram 1	1	5428.375854492	5430.718139648	1200.0	1600.0	
610	Spectrogram 1	1	5434.491821289	5435.923217773	1300.0	1450.0	
611	Spectrogram 1	1	5440.347534180	5442.169311523	1300.0	1650.0	
612	Spectrogram 1	1	5444.251342773	5447.374389648	1250.0	1450.0	
613	Spectrogram 1	1	5446.333374023	5447.374389648	1250.0	1500.0	
614	Spectrogram 1	1	5449.976928711	5451.538452148	1150.0	1700.0	
615	Spectrogram 1	1	5454.401245117	5455.702514648	1300.0	1450.0	
616	Spectrogram 1	1	5461.948608398	5465.071655273	1300.0	1550.0	
617	Spectrogram 1	1	5467.544067383	5469.235717773	1300.0	1450.0	
618	Spectrogram 1	1	5473.399780273	5477.043334961	1100.0	1700.0	
619	Spectrogram 1	1	5478.604858398	5480.947143555	1250.0	1450.0	
620	Spectrogram 1	1	5484.330444336	5486.672729492	1150.0	1600.0	
621	Spectrogram 1	1	5493.699584961	5496.041870117	1200.0	1700.0	
622	Spectrogram 1	1	5498.123901367	5499.164916992	1300.0	1500.0	
623	Spectrogram 1	1	5504.109741211	5505.150756836	1300.0	1550.0	
624	Spectrogram 1	1	5511.396850586	5515.300659180	1100.0	1700.0	
625	Spectrogram 1	1	5515.821166992	5517.122436523	1300.0	1550.0	
626	Spectrogram 1	1	5518.683959961	5519.985229492	1300.0	1450.0	
627	Spectrogram 1	1	5525.190307617	5526.491577148	1200.0	1450.0	
628	Spectrogram 1	1	5527.792846680	5529.874877930	1150.0	1550.0	
629	Spectrogram 1	1	5534.038940430	5536.381225586	1200.0	1700.0	
630	Spectrogram 1	1	5546.010620117	5548.352905273	1050.0	1550.0	
631	Spectrogram 1	1	5548.873413086	5550.434936523	1300.0	1450.0	
632	Spectrogram 1	1	5553.297729492	5555.900268555	1200.0	1600.0	
633	Spectrogram 1	1	5557.982299805	5559.283569336	1100.0	1500.0	
634	Spectrogram 1	1	5568.392456055	5570.214233398	1000.0	1150.0	
635	Spectrogram 1	1	5573.597534180	5575.159057617	1200.0	1550.0	
636	Spectrogram 1	1	5582.185913086	5584.528198242	1100.0	1700.0	
637	Spectrogram 1	1	5585.308959961	5587.390991211	1200.0	1700.0	
638	Spectrogram 1	1	5602.485717773	5603.526733398	1300.0	1550.0	
639	Spectrogram 1	1	5605.088256836	5607.170288086	1200.0	1600.0	
640	Spectrogram 1	1	5610.813842773	5613.936889648	1150.0	1750.0	
641	Spectrogram 1	1	5616.539428711	5619.141967773	1100.0	1600.0	
642	Spectrogram 1	1	5628.250854492	5630.593139648	1200.0	1700.0	
643	Spectrogram 1	1	5632.154663086	5634.496948242	1200.0	1550.0	
644	Spectrogram 1	1	5639.962280273	5642.304565430	1200.0	1600.0	
645	Spectrogram 1	1	5646.208374023	5647.509643555	1050.0	1250.0	
646	Spectrogram 1	1	5656.358276367	5658.180053711	1250.0	1550.0	
647	Spectrogram 1	1	5660.001831055	5661.303100586	1200.0	1550.0	
648	Spectrogram 1	1	5667.549194336	5669.891479492	1200.0	1450.0	
649	Spectrogram 1	1	5673.014526367	5674.576049805	1150.0	1600.0	
650	Spectrogram 1	1	5674.836303711	5675.877319336	1250.0	1450.0	
651	Spectrogram 1	1	5679.781127930	5681.342651367	1200.0	1450.0	
652	Spectrogram 1	1	5684.335571289	5685.506713867	1350.0	1500.0	
653	Spectrogram 1	1	5690.191284180	5692.533569336	1300.0	1450.0	
654	Spectrogram 1	1	5699.300170898	5701.902709961	1200.0	1600.0	
655	Spectrogram 1	1	5701.902709961	5703.203979492	1400.0	1550.0	
656	Spectrogram 1	1	5705.025756836	5707.628295898	1200.0	1600.0	
657	Spectrogram 1	1	5714.655151367	5716.216674805	1050.0	1550.0	
658	Spectrogram 1	1	5721.161499023	5722.202514648	1100.0	1450.0	
659	Spectrogram 1	1	5725.585815430	5726.887084961	1300.0	1450.0	
660	Spectrogram 1	1	5730.270385742	5731.311401367	1300.0	1450.0	
661	Spectrogram 1	1	5732.352416992	5734.954956055	1100.0	1550.0	
662	Spectrogram 1	1	5739.379272461	5742.762573242	1200.0	1650.0	
663	Spectrogram 1	1	5740.940795898	5743.022827148	1250.0	1600.0	
664	Spectrogram 1	1	5743.803588867	5744.844604492	1300.0	1450.0	
665	Spectrogram 1	1	5745.885620117	5747.447143555	1200.0	1400.0	
666	Spectrogram 1	1	5753.172729492	5754.473999023	1250.0	1500.0	
667	Spectrogram 1	1	5756.295776367	5757.336791992	1150.0	1450.0	
668	Spectrogram 1	1	5759.939331055	5761.240600586	1000.0	1750.0	
669	Spectrogram 1	1	5772.561645508	5773.732788086	1300.0	1450.0	
670	Spectrogram 1	1	5798.196655273	5799.497924805	1200.0	1600.0	
671	Spectrogram 1	1	5808.346557617	5809.647827148	1300.0	1450.0	
672	Spectrogram 1	1	5831.769409180	5834.111694336	1300.0	1600.0	
673	Spectrogram 1	1	5856.493530273	5858.315307617	1250.0	1550.0	
674	Spectrogram 1	1	5889.806030273	5890.847045898	1300.0	1450.0	
675	Spectrogram 1	1	5980.894897461	5981.935913086	1300.0	1450.0	
676	Spectrogram 1	1	6110.241088867	6111.802612305	1150.0	1550.0	
677	Spectrogram 1	1	6123.253784180	6124.555053711	1300.0	1550.0	
678	Spectrogram 1	1	6130.671020508	6131.842163086	1300.0	1450.0	
679	Spectrogram 1	1	6145.635620117	6147.457397461	1300.0	1600.0	
680	Spectrogram 1	1	6156.045776367	6157.867553711	1300.0	1450.0	
681	Spectrogram 1	1	6172.962280273	6174.523803711	1300.0	1500.0	
682	Spectrogram 1	1	6190.139038086	6191.440307617	1300.0	1450.0	
683	Spectrogram 1	1	6214.863159180	6216.945190430	1300.0	1550.0	
684	Spectrogram 1	1	6335.100463867	6336.401733398	1350.0	1600.0	
685	Spectrogram 1	1	6358.523315430	6360.605346680	1350.0	1600.0	
686	Spectrogram 1	1	6363.988647461	6365.029663086	1500.0	1650.0	
687	Spectrogram 1	1	6381.425659180	6383.247436523	1300.0	1500.0	
688	Spectrogram 1	1	6398.342163086	6399.643432617	1350.0	1500.0	
